"","site_network_id","site","variable","date_started","date_ended","data_table","site_name","latitude","longitude","altitude","network_parameter_id","network_id","network_name","site_type","region","agglomeration","database_name","site_friendly","variable_friendly"
"165",153,"ROCH","T",1997-01-08,2001-04-02,"measurement","Rochester Stoke",51.45617,0.634889,"14",29,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","temp"
"166",276,"ROCH","NV25",2009-05-28,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",45,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","nv25"
"167",6,"ROCH","TMP",1997-01-01,1997-01-01,"measurement","Rochester Stoke",51.45617,0.634889,"14",28,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","tmp"
"168",125,"ROCH","GE10",1996-01-26,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",22,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","ge10"
"169",273,"ROCH","V10",2009-05-27,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",42,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","v10"
"170",3,"ROCH","PM25",1998-04-28,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",26,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","pm25"
"171",180,"ROCH","RAIN",1997-01-01,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",33,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","rain"
"172",154,"ROCH","DIR",1997-02-24,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",30,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","wd"
"173",274,"ROCH","NV10",2009-05-27,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",43,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","nv10"
"174",73,"ROCH","NOXasNO2",1996-01-26,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",20,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","nox"
"175",4,"ROCH","SO2",1996-01-26,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",21,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","so2"
"176",155,"ROCH","SPED",1997-01-05,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",31,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","ws"
"177",1,"ROCH","NO2",1996-01-26,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",18,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","no2"
"178",275,"ROCH","V25",2009-05-28,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",44,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","v25"
"179",5,"ROCH","O3",1996-01-26,NA,"measurement","Rochester Stoke",51.45617,0.634889,"14",27,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","roch","o3"
"180",207,"SC1","O3",1996-04-29,1997-09-01,"measurement","Sevenoaks 1",51.383408,0.282061,NA,6,"kentu","Automatic Urban Monitoring","suburban",NA,NA,"kent","sc1","o3"
"181",204,"SC1","NO",1996-04-29,1997-09-01,"measurement","Sevenoaks 1",51.383408,0.282061,NA,2,"kentu","Automatic Urban Monitoring","suburban",NA,NA,"kent","sc1","no"
"182",208,"SC1","SO2",1996-04-29,1997-09-01,"measurement","Sevenoaks 1",51.383408,0.282061,NA,9,"kentu","Automatic Urban Monitoring","suburban",NA,NA,"kent","sc1","so2"
"183",205,"SC1","NO2",1996-04-29,1997-09-01,"measurement","Sevenoaks 1",51.383408,0.282061,NA,3,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","sc1","no2"
"184",206,"SC1","NOXasNO2",1996-04-29,1997-09-01,"measurement","Sevenoaks 1",51.383408,0.282061,NA,4,"kentu","Automatic Urban Monitoring","suburban",NA,NA,"kent","sc1","nox"
"185",220,"ZV1","PRES",1990-01-01,NA,"measurement","Sevenoaks 2",51.289624,0.201392,NA,35,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zv1","pres"
"186",25,"ZV1","PM10",1990-01-01,NA,"measurement","Sevenoaks 2",51.289624,0.201392,NA,7,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zv1","pm10"
"187",82,"ZV1","NO",1990-01-01,NA,"measurement","Sevenoaks 2",51.289624,0.201392,NA,2,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zv1","no"
"188",107,"ZV1","NOXasNO2",1990-01-01,NA,"measurement","Sevenoaks 2",51.289624,0.201392,NA,4,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zv1","nox"
"189",22,"ZV1","CO",1990-01-01,NA,"measurement","Sevenoaks 2",51.289624,0.201392,NA,1,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zv1","co"
"190",26,"ZV1","SO2",1990-01-01,NA,"measurement","Sevenoaks 2",51.289624,0.201392,NA,9,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zv1","so2"
"191",140,"ZV1","GE10",1990-01-01,NA,"measurement","Sevenoaks 2",51.289624,0.201392,NA,5,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zv1","ge10"
"192",177,"ZV1","T",1990-01-01,NA,"measurement","Sevenoaks 2",51.289624,0.201392,NA,12,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zv1","temp"
"193",23,"ZV1","NO2",1990-01-01,NA,"measurement","Sevenoaks 2",51.289624,0.201392,NA,3,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zv1","no2"
"194",24,"ZV1","O3",1990-01-01,NA,"measurement","Sevenoaks 2",51.289624,0.201392,NA,6,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zv1","o3"
"195",200,"ZV2","NOXasNO2",1990-01-01,NA,"measurement","Sevenoaks roadside",51.288927,0.193486,NA,4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zv2","nox"
"196",209,"ZV2","PM10",1990-01-01,NA,"measurement","Sevenoaks roadside",51.288927,0.193486,NA,7,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zv2","pm10"
"197",198,"ZV2","NO",1990-01-01,NA,"measurement","Sevenoaks roadside",51.288927,0.193486,NA,2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zv2","no"
"198",210,"ZV2","GE10",1990-01-01,NA,"measurement","Sevenoaks roadside",51.288927,0.193486,NA,5,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zv2","ge10"
"199",199,"ZV2","NO2",1990-01-01,NA,"measurement","Sevenoaks roadside",51.288927,0.193486,NA,3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zv2","no2"
"200",226,"ZV2","PRES",1990-01-01,NA,"measurement","Sevenoaks roadside",51.288927,0.193486,NA,35,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zv2","pres"
"201",185,"ZV2","T",1990-01-01,NA,"measurement","Sevenoaks roadside",51.288927,0.193486,NA,12,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zv2","temp"
"202",272,"HOPE","NV25",2009-04-01,NA,"measurement","Stanford-le-Hope Roadside",51.518167,0.439548,"18",41,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","hope","nv25"
"203",255,"HOPE","SO2",2008-01-22,2012-12-31,"measurement","Stanford-le-Hope Roadside",51.518167,0.439548,"18",9,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","hope","so2"
"204",269,"HOPE","V10",2009-04-01,NA,"measurement","Stanford-le-Hope Roadside",51.518167,0.439548,"18",38,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","hope","v10"
"205",252,"HOPE","NOXasNO2",2008-01-22,NA,"measurement","Stanford-le-Hope Roadside",51.518167,0.439548,"18",4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","hope","nox"
"206",268,"HOPE","PM25",2009-04-01,NA,"measurement","Stanford-le-Hope Roadside",51.518167,0.439548,"18",8,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","hope","pm25"
"207",270,"HOPE","NV10",2009-04-01,NA,"measurement","Stanford-le-Hope Roadside",51.518167,0.439548,"18",39,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","hope","nv10"
"208",253,"HOPE","GE10",2008-01-22,NA,"measurement","Stanford-le-Hope Roadside",51.518167,0.439548,"18",5,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","hope","ge10"
"209",250,"HOPE","NO",2008-01-22,NA,"measurement","Stanford-le-Hope Roadside",51.518167,0.439548,"18",2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","hope","no"
"210",271,"HOPE","V25",2009-04-01,NA,"measurement","Stanford-le-Hope Roadside",51.518167,0.439548,"18",40,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","hope","v25"
"211",254,"HOPE","PM10",2008-01-22,2009-03-31,"measurement","Stanford-le-Hope Roadside",51.518167,0.439548,"18",7,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","hope","pm10"
"212",251,"HOPE","NO2",2008-01-22,NA,"measurement","Stanford-le-Hope Roadside",51.518167,0.439548,"18",3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","hope","no2"
"213",301,"STRD","NOXasNO2",2011-05-18,NA,"measurement","Strood High Street",NA,NA,NA,4,"kentu","Automatic Urban Monitoring",NA,NA,NA,"kent","strd","nox"
"214",299,"STRD","NO",2011-05-18,NA,"measurement","Strood High Street",NA,NA,NA,2,"kentu","Automatic Urban Monitoring",NA,NA,NA,"kent","strd","no"
"215",302,"STRD","GE10",2011-05-18,NA,"measurement","Strood High Street",NA,NA,NA,5,"kentu","Automatic Urban Monitoring",NA,NA,NA,"kent","strd","ge10"
"216",303,"STRD","PM10",2011-05-18,NA,"measurement","Strood High Street",NA,NA,NA,7,"kentu","Automatic Urban Monitoring",NA,NA,NA,"kent","strd","pm10"
"217",300,"STRD","NO2",2011-05-18,NA,"measurement","Strood High Street",NA,NA,NA,3,"kentu","Automatic Urban Monitoring",NA,NA,NA,"kent","strd","no2"
"218",304,"ZW7","NO",2011-07-11,NA,"measurement","Swale Canterbury Road",51.338062,0.747762,NA,2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw7","no"
"219",305,"ZW7","NO2",2011-07-11,NA,"measurement","Swale Canterbury Road",51.338062,0.747762,NA,3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw7","no2"
"220",306,"ZW7","NOXasNO2",2011-07-11,NA,"measurement","Swale Canterbury Road",51.338062,0.747762,NA,4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw7","nox"
"221",248,"ZW4","NOXasNO2",2008-02-22,2008-10-31,"measurement","Swale Newington",NA,NA,NA,4,"kentu","Automatic Urban Monitoring",NA,NA,NA,"kent","zw4","nox"
"222",247,"ZW4","NO2",2008-02-22,2008-10-31,"measurement","Swale Newington",NA,NA,NA,3,"kentu","Automatic Urban Monitoring",NA,NA,NA,"kent","zw4","no2"
"223",246,"ZW4","NO",2008-02-22,2008-10-31,"measurement","Swale Newington",NA,NA,NA,2,"kentu","Automatic Urban Monitoring",NA,NA,NA,"kent","zw4","no"
"224",290,"ZW5","NO",2010-06-01,2010-12-31,"measurement","Swale Newington 2",NA,NA,NA,2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw5","no"
"225",291,"ZW5","NO2",2010-06-01,2010-12-31,"measurement","Swale Newington 2",NA,NA,NA,3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw5","no2"
"226",292,"ZW5","NOXasNO2",2010-06-01,2010-12-31,"measurement","Swale Newington 2",NA,NA,NA,4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw5","nox"
"227",297,"ZW6","NOXasNO2",2011-01-11,NA,"measurement","Swale Newington 3",51.352025,0.667731,NA,4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw6","nox"
"228",295,"ZW6","NO",2011-01-11,NA,"measurement","Swale Newington 3",51.352025,0.667731,NA,2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw6","no"
"229",296,"ZW6","NO2",2011-01-11,NA,"measurement","Swale Newington 3",51.352025,0.667731,NA,3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw6","no2"
"230",68,"ZW3","NO2",2006-03-15,NA,"measurement","Swale Ospringe Roadside 2",51.311844,0.873975,NA,3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw3","no2"
"231",277,"ZW3","GE10",2009-09-30,NA,"measurement","Swale Ospringe Roadside 2",51.311844,0.873975,NA,5,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw3","ge10"
"232",98,"ZW3","NO",2006-03-25,NA,"measurement","Swale Ospringe Roadside 2",51.311844,0.873975,NA,2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw3","no"
"233",123,"ZW3","NOXasNO2",2006-03-15,NA,"measurement","Swale Ospringe Roadside 2",51.311844,0.873975,NA,4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw3","nox"
"234",278,"ZW3","PM10",2009-09-30,NA,"measurement","Swale Ospringe Roadside 2",51.311844,0.873975,NA,7,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw3","pm10"
"235",169,"ZW1","SPED",2003-08-14,2008-08-01,"measurement","Swale Roadside",51.311939,0.871197,NA,14,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw1","ws"
"236",61,"ZW1","PM10",2003-08-14,2008-08-01,"measurement","Swale Roadside",51.311939,0.871197,NA,7,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw1","pm10"
"237",167,"ZW1","T",2003-08-14,2008-08-01,"measurement","Swale Roadside",51.311939,0.871197,NA,12,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw1","temp"
"238",222,"ZW1","PRES",2003-08-14,2008-08-01,"measurement","Swale Roadside",51.311939,0.871197,NA,35,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw1","pres"
"239",168,"ZW1","DIR",2003-08-14,2008-08-01,"measurement","Swale Roadside",51.311939,0.871197,NA,13,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw1","wd"
"240",134,"ZW1","GE10",2003-08-14,2008-08-01,"measurement","Swale Roadside",51.311939,0.871197,NA,5,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw1","ge10"
"241",95,"ZW1","NO",2003-08-14,2008-02-20,"measurement","Swale Roadside",51.311939,0.871197,NA,2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw1","no"
"242",120,"ZW1","NOXasNO2",2003-08-14,2008-02-20,"measurement","Swale Roadside",51.311939,0.871197,NA,4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw1","nox"
"243",60,"ZW1","NO2",2003-08-14,2008-02-20,"measurement","Swale Roadside",51.311939,0.871197,NA,3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw1","no2"
"244",135,"ZW2","GE10",2003-08-14,2010-11-09,"measurement","Swale Sheerness",51.440033,0.758652,NA,5,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zw2","ge10"
"245",96,"ZW2","NO",2003-08-14,2010-11-09,"measurement","Swale Sheerness",51.440033,0.758652,NA,2,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zw2","no"
"246",64,"ZW2","SO2",2004-02-01,2010-11-09,"measurement","Swale Sheerness",51.440033,0.758652,NA,9,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zw2","so2"
"247",121,"ZW2","NOXasNO2",2003-08-14,2010-11-09,"measurement","Swale Sheerness",51.440033,0.758652,NA,4,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zw2","nox"
"248",170,"ZW2","T",2003-08-14,2010-11-09,"measurement","Swale Sheerness",51.440033,0.758652,NA,12,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zw2","temp"
"249",221,"ZW2","PRES",2003-08-14,2010-11-09,"measurement","Swale Sheerness",51.440033,0.758652,NA,35,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zw2","pres"
"250",62,"ZW2","NO2",2003-08-14,2010-11-09,"measurement","Swale Sheerness",51.440033,0.758652,NA,3,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zw2","no2"
"251",171,"ZW2","DIR",2003-08-14,2010-11-09,"measurement","Swale Sheerness",51.440033,0.758652,NA,13,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zw2","wd"
"252",63,"ZW2","PM10",2003-08-14,2010-11-09,"measurement","Swale Sheerness",51.440033,0.758652,NA,7,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zw2","pm10"
"253",172,"ZW2","SPED",2003-08-14,2010-11-09,"measurement","Swale Sheerness",51.440033,0.758652,NA,14,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zw2","ws"
"254",308,"ZW8","NO2",2013-01-21,NA,"measurement","Swale St Pauls Street",51.346805,0.730639,"5",3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw8","no2"
"255",309,"ZW8","NOXasNO2",2013-01-21,NA,"measurement","Swale St Pauls Street",51.346805,0.730639,"5",4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw8","nox"
"256",307,"ZW8","NO",2013-01-21,NA,"measurement","Swale St Pauls Street",51.346805,0.730639,"5",2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zw8","no"
"257",179,"ZH3","SPED",2003-03-07,2016-04-07,"measurement","Thanet Airport",51.338079,1.385915,NA,14,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zh3","ws"
"258",58,"ZH3","NO2",2003-03-07,2016-04-07,"measurement","Thanet Airport",51.338079,1.385915,NA,3,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zh3","no2"
"259",94,"ZH3","NO",2003-03-07,2016-04-07,"measurement","Thanet Airport",51.338079,1.385915,NA,2,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zh3","no"
"260",119,"ZH3","NOXasNO2",2003-03-07,2016-04-07,"measurement","Thanet Airport",51.338079,1.385915,NA,4,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zh3","nox"
"261",59,"ZH3","BENZENE",2002-05-02,2009-08-04,"measurement","Thanet Airport",51.338079,1.385915,NA,15,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zh3","benzene"
"262",181,"ZH3","RAIN",2003-03-07,2008-07-14,"measurement","Thanet Airport",51.338079,1.385915,NA,32,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zh3","rain"
"263",178,"ZH3","DIR",2003-03-07,2016-04-07,"measurement","Thanet Airport",51.338079,1.385915,NA,13,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zh3","wd"
"264",238,"ZH5","GE10",2007-03-19,NA,"measurement","Thanet Birchington Roadside",51.373795,1.307394,NA,5,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zh5","ge10"
"265",235,"ZH5","NO",2007-03-19,NA,"measurement","Thanet Birchington Roadside",51.373795,1.307394,NA,2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zh5","no"
"266",239,"ZH5","PM10",2007-03-19,NA,"measurement","Thanet Birchington Roadside",51.373795,1.307394,NA,7,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zh5","pm10"
"267",236,"ZH5","NO2",2007-03-19,NA,"measurement","Thanet Birchington Roadside",51.373795,1.307394,NA,3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zh5","no2"
"268",237,"ZH5","NOXasNO2",2007-03-19,NA,"measurement","Thanet Birchington Roadside",51.373795,1.307394,NA,4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zh5","nox"
"269",89,"ZH2","NO",2002-10-31,2013-03-31,"measurement","Thanet Margate Background",51.378685,1.382144,NA,2,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zh2","no"
"270",114,"ZH2","NOXasNO2",2002-10-31,2013-03-31,"measurement","Thanet Margate Background",51.378685,1.382144,NA,4,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zh2","nox"
"271",47,"ZH2","NO2",2002-10-31,2013-03-31,"measurement","Thanet Margate Background",51.378685,1.382144,NA,3,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zh2","no2"
"272",129,"ZH2","GE10",2001-02-14,2004-04-30,"measurement","Thanet Margate Background",51.378685,1.382144,NA,5,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zh2","ge10"
"273",48,"ZH2","PM10",2001-02-14,2004-04-30,"measurement","Thanet Margate Background",51.378685,1.382144,NA,7,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zh2","pm10"
"274",57,"ZH4","PM10",2003-02-10,NA,"measurement","Thanet Ramsgate Roadside",51.337905,1.422537,NA,7,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zh4","pm10"
"275",93,"ZH4","NO",2003-02-11,NA,"measurement","Thanet Ramsgate Roadside",51.337905,1.422537,NA,2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zh4","no"
"276",118,"ZH4","NOXasNO2",2003-01-01,NA,"measurement","Thanet Ramsgate Roadside",51.337905,1.422537,NA,4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zh4","nox"
"277",133,"ZH4","GE10",2003-02-10,NA,"measurement","Thanet Ramsgate Roadside",51.337905,1.422537,NA,5,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zh4","ge10"
"278",56,"ZH4","NO2",2003-01-01,NA,"measurement","Thanet Ramsgate Roadside",51.337905,1.422537,NA,3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zh4","no2"
"279",27,"ZH1","O3",1998-11-23,2008-05-13,"measurement","Thanet Rural",51.320886,1.31379,NA,27,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","zh1","o3"
"280",149,"THUR","O3",1996-09-01,NA,"measurement","Thurrock",51.47707,0.317969,"8",6,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","thur","o3"
"281",146,"THUR","NO",1996-09-01,NA,"measurement","Thurrock",51.47707,0.317969,"8",2,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","thur","no"
"282",150,"THUR","SO2",1996-09-01,NA,"measurement","Thurrock",51.47707,0.317969,"8",9,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","thur","so2"
"283",147,"THUR","NO2",1996-09-01,NA,"measurement","Thurrock",51.47707,0.317969,"8",3,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","thur","no2"
"284",151,"THUR","GE10",1996-09-01,NA,"measurement","Thurrock",51.47707,0.317969,"8",5,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","thur","ge10"
"285",266,"THUR","V10",2009-03-20,NA,"measurement","Thurrock",51.47707,0.317969,"8",38,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","thur","v10"
"286",148,"THUR","NOXasNO2",1996-09-01,NA,"measurement","Thurrock",51.47707,0.317969,"8",4,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","thur","nox"
"287",152,"THUR","PM10",1996-09-01,2009-03-19,"measurement","Thurrock",51.47707,0.317969,"8",7,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","thur","pm10"
"288",145,"THUR","CO",1996-09-01,2007-09-30,"measurement","Thurrock",51.47707,0.317969,"8",1,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","thur","co"
"289",267,"THUR","NV10",2009-03-20,NA,"measurement","Thurrock",51.47707,0.317969,"8",39,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","thur","nv10"
"290",14,"ZT1","NO2",1997-03-30,2004-09-27,"measurement","Tonbridge Roadside",51.192417,0.271394,NA,3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt1","no2"
"291",77,"ZT1","NO",1997-03-30,2004-09-27,"measurement","Tonbridge Roadside",51.192417,0.271394,NA,2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt1","no"
"292",102,"ZT1","NOXasNO2",1997-03-30,2004-09-27,"measurement","Tonbridge Roadside",51.192417,0.271394,NA,4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt1","nox"
"293",241,"ZT5","NO2",2007-07-10,NA,"measurement","Tonbridge Roadside 2",51.192814,0.272301,"27.45",3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt5","no2"
"294",242,"ZT5","NOXasNO2",2007-07-10,NA,"measurement","Tonbridge Roadside 2",51.192814,0.272301,"27.45",4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt5","nox"
"295",240,"ZT5","NO",2007-07-10,NA,"measurement","Tonbridge Roadside 2",51.192814,0.272301,"27.45",2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt5","no"
"296",136,"ZT4","GE10",2005-06-21,NA,"measurement","Tunbridge Wells A26 Roadside",51.151783,0.2614,NA,5,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt4","ge10"
"297",97,"ZT4","NO",2005-06-21,NA,"measurement","Tunbridge Wells A26 Roadside",51.151783,0.2614,NA,2,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt4","no"
"298",122,"ZT4","NOXasNO2",2005-06-20,NA,"measurement","Tunbridge Wells A26 Roadside",51.151783,0.2614,NA,4,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt4","nox"
"299",173,"ZT4","T",2005-06-20,NA,"measurement","Tunbridge Wells A26 Roadside",51.151783,0.2614,NA,12,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt4","temp"
"300",225,"ZT4","PRES",2005-06-20,NA,"measurement","Tunbridge Wells A26 Roadside",51.151783,0.2614,NA,35,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt4","pres"
"301",66,"ZT4","NO2",2005-06-20,NA,"measurement","Tunbridge Wells A26 Roadside",51.151783,0.2614,NA,3,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt4","no2"
"302",67,"ZT4","PM10",2005-06-21,NA,"measurement","Tunbridge Wells A26 Roadside",51.151783,0.2614,NA,7,"kentu","Automatic Urban Monitoring","roadside",NA,NA,"kent","zt4","pm10"
"303",36,"ZT3","O3",1997-04-03,2000-05-25,"measurement","Tunbridge Wells Southborough",51.152445,0.243262,NA,27,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","zt3","o3"
"304",201,"ZT3","NO",1997-04-01,2000-05-25,"measurement","Tunbridge Wells Southborough",51.152445,0.243262,NA,17,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","zt3","no"
"305",202,"ZT3","NO2",1997-01-01,2000-05-25,"measurement","Tunbridge Wells Southborough",51.152445,0.243262,NA,18,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","zt3","no2"
"306",203,"ZT3","NOXasNO2",1997-01-01,2000-05-25,"measurement","Tunbridge Wells Southborough",51.152445,0.243262,NA,20,"kentr","Automatic Rural Monitoring","rural",NA,NA,"kent","zt3","nox"
"307",78,"ZT2","NO",1997-03-30,2012-01-24,"measurement","Tunbridge Wells Town Centre",51.132986,0.26393,NA,2,"kentu","Automatic Urban Monitoring","urban_background",NA,NA,"kent","zt2","no"
