"","date","date_end","site","site_name","variable","value","site_network_id","statistic_type_id","ratified_id","verify_id","validity_id","unit_id","unit_name","statistic_type","network_parameter_id","network_id"
"159",2016-08-17,2016-08-18,"bot","Bottesford","o3",56.78598,66,12,1,0,0,24,"ugm-3","daily_mean",14,"rural"
"160",2016-08-18,2016-08-19,"bot","Bottesford","o3",69.126059,66,12,1,0,0,24,"ugm-3","daily_mean",14,"rural"
"161",2016-08-15,2016-08-16,"bple","Barnstaple A39","pm25",10.043478,74524,12,1,0,0,118,"ugm-3 (TEOM FDMS)","daily_mean",7,"aun"
"162",2016-08-16,2016-08-17,"bple","Barnstaple A39","pm25",11.921739,74524,12,1,0,0,118,"ugm-3 (TEOM FDMS)","daily_mean",7,"aun"
"163",2016-08-17,2016-08-18,"bple","Barnstaple A39","pm25",19.95,74524,12,1,0,0,118,"ugm-3 (TEOM FDMS)","daily_mean",7,"aun"
"164",2016-08-18,2016-08-19,"bple","Barnstaple A39","pm25",29.165217,74524,12,1,0,0,118,"ugm-3 (TEOM FDMS)","daily_mean",7,"aun"
"165",2016-08-15,2016-08-16,"brs8","Bristol St Paul's","no2",26.641957,63358,12,1,0,0,24,"ugm-3","daily_mean",3,"aun"
"166",2016-08-16,2016-08-17,"brs8","Bristol St Paul's","no2",24.929022,63358,12,1,0,0,24,"ugm-3","daily_mean",3,"aun"
"167",2016-08-17,2016-08-18,"brs8","Bristol St Paul's","no2",22.318043,63358,12,1,0,0,24,"ugm-3","daily_mean",3,"aun"
"168",2016-08-18,2016-08-19,"brs8","Bristol St Paul's","no2",22.708859,63358,12,1,0,0,24,"ugm-3","daily_mean",3,"aun"
"169",2016-08-15,2016-08-16,"brs8","Bristol St Paul's","o3",46.907627,63359,12,1,0,0,24,"ugm-3","daily_mean",5,"aun"
"170",2016-08-16,2016-08-17,"brs8","Bristol St Paul's","o3",54.352456,63359,12,1,0,0,24,"ugm-3","daily_mean",5,"aun"
"171",2016-08-17,2016-08-18,"brs8","Bristol St Paul's","o3",72.617449,63359,12,1,0,0,24,"ugm-3","daily_mean",5,"aun"
"172",2016-08-18,2016-08-19,"brs8","Bristol St Paul's","o3",79.255321,63359,12,1,0,0,24,"ugm-3","daily_mean",5,"aun"
"173",2016-08-15,2016-08-16,"brs8","Bristol St Paul's","pm25",9.13913,65086,12,1,0,0,118,"ugm-3 (TEOM FDMS)","daily_mean",7,"aun"
"174",2016-08-16,2016-08-17,"brs8","Bristol St Paul's","pm25",10.230435,65086,12,1,0,0,118,"ugm-3 (TEOM FDMS)","daily_mean",7,"aun"
"175",2016-08-17,2016-08-18,"brs8","Bristol St Paul's","pm25",18.173913,65086,12,1,0,0,118,"ugm-3 (TEOM FDMS)","daily_mean",7,"aun"
"176",2016-08-18,2016-08-19,"brs8","Bristol St Paul's","pm25",21.895652,65086,12,1,0,0,118,"ugm-3 (TEOM FDMS)","daily_mean",7,"aun"
"177",2016-08-15,2016-08-16,"brt3","Brighton Preston Park","no2",NA,61835,12,1,0,0,24,"ugm-3","daily_mean",3,"aun"
"178",2016-08-16,2016-08-17,"brt3","Brighton Preston Park","no2",NA,61835,12,1,0,0,24,"ugm-3","daily_mean",3,"aun"
"179",2016-08-17,2016-08-18,"brt3","Brighton Preston Park","no2",15.208533,61835,12,1,0,0,24,"ugm-3","daily_mean",3,"aun"
"180",2016-08-18,2016-08-19,"brt3","Brighton Preston Park","no2",19.308281,61835,12,1,0,0,24,"ugm-3","daily_mean",3,"aun"
"181",2016-08-15,2016-08-16,"brt3","Brighton Preston Park","o3",NA,61837,12,1,0,0,24,"ugm-3","daily_mean",5,"aun"
"182",2016-08-16,2016-08-17,"brt3","Brighton Preston Park","o3",NA,61837,12,1,0,0,24,"ugm-3","daily_mean",5,"aun"
