"","date","date_end","site","site_name","variable","value","site_network_id","statistic_type_id","ratified_id","unit_id","unit_name","statistic_type","network_parameter_id","network_id"
"180",2016-09-23,2016-09-24,"wl4","Waltham Crooked Billet","no2",76.579688,74349,12,1,24,"ugm-3","daily_mean",5,"aqe"
"181",2016-09-24,2016-09-25,"wl4","Waltham Crooked Billet","no2",52.9125,74349,12,1,24,"ugm-3","daily_mean",5,"aqe"
"182",2016-09-23,2016-09-24,"wl5","Waltham Forest Leyton","no2",45.2625,74352,12,1,24,"ugm-3","daily_mean",5,"aqe"
"183",2016-09-24,2016-09-25,"wl5","Waltham Forest Leyton","no2",25.659375,74352,12,1,24,"ugm-3","daily_mean",5,"aqe"
"184",2016-09-23,2016-09-24,"wsto","Wycombe Stokenchurch","no2",59.60625,73608,12,1,24,"ugm-3","daily_mean",5,"aqe"
"185",2016-09-24,2016-09-25,"wsto","Wycombe Stokenchurch","no2",33.867188,73608,12,1,24,"ugm-3","daily_mean",5,"aqe"
"186",2016-09-23,2016-09-24,"wya4","Wycombe Abbey 4","no2",22.95,74610,12,1,24,"ugm-3","daily_mean",5,"aqe"
"187",2016-09-24,2016-09-25,"wya4","Wycombe Abbey 4","no2",21.276563,74610,12,1,24,"ugm-3","daily_mean",5,"aqe"
"188",2016-09-23,2016-09-24,"yk10","York Bootham","no2",19.757188,74901,12,1,24,"ugm-3","daily_mean",5,"aqe"
"189",2016-09-24,2016-09-25,"yk10","York Bootham","no2",10.223906,74901,12,1,24,"ugm-3","daily_mean",5,"aqe"
"190",2016-09-23,2016-09-24,"yk11","York Fishergate","pm25",9.883333,75003,12,1,118,"ugm-3 (TEOM FDMS)","daily_mean",11,"aqe"
"191",2016-09-24,2016-09-25,"yk11","York Fishergate","pm25",9.7375,75003,12,1,118,"ugm-3 (TEOM FDMS)","daily_mean",11,"aqe"
