"","site_network_id","site","variable","date_started","date_ended","data_table","site_name","latitude","longitude","altitude","network_parameter_id","network_id","network_name","site_type","region","agglomeration","database_name","site_friendly","variable_friendly"
"1",2618,"VGBC-075","NO2",2012-01-31,NA,"measurement","'Catalina', Y Rhodfa. Barry Waterfront",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","kerbside","Unknown",NA,"waq","vgbc-075","no2"
"2",1451,"SCCS-025","NO2",2001-04-11,2002-04-30,"measurement"," Bowen Street, Hafod",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","sccs-025","no2"
"3",1452,"SCCS-026","NO2",2001-04-11,2002-04-30,"measurement"," Bowen Street, Hafod",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","sccs-026","no2"
"4",1431,"SCCS-005","NO2",2001-04-11,2002-04-30,"measurement"," Clase Road, Morriston",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-005","no2"
"5",1429,"SCCS-003","NO2",2001-04-11,2002-04-30,"measurement"," Clasemont Road, Morriston",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-003","no2"
"6",1441,"SCCS-015","NO2",2001-04-11,2002-04-30,"measurement"," Cwm Level Road, Plasmarl",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-015","no2"
"7",2563,"SCCS-404","NO2",2009-11-05,2011-06-30,"measurement"," Cwmbath Road, Morriston",0,0,"          ",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-404","no2"
"8",1464,"SCCS-038","NO2",2001-04-11,2002-04-30,"measurement"," Dyfatty Street, Dyfatty",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-038","no2"
"9",1446,"SCCS-020","NO2",2001-04-11,2002-04-30,"measurement"," Field Street, Landore",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","sccs-020","no2"
"10",1459,"SCCS-033","NO2",2001-04-11,2002-04-30,"measurement"," Harrington Place, Dyfatty",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","sccs-033","no2"
"11",1465,"SCCS-039","NO2",2001-04-11,2002-04-30,"measurement"," High Street, Swansea",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-039","no2"
"12",1470,"SCCS-044","NO2",2001-04-11,2002-04-30,"measurement"," High Street, Swansea",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-044","no2"
"13",1439,"SCCS-013","NO2",2001-04-11,2002-04-30,"measurement"," Jersey Road, Bonymaen",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","sccs-013","no2"
"14",1476,"SCCS-050","NO2",2001-04-11,2002-04-30,"measurement"," Kilvey Road, Pentrechwyth",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","sccs-050","no2"
"15",1445,"SCCS-019","NO2",2001-04-11,2002-04-30,"measurement"," Llangyfelach Road, Brynhyfryd",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-019","no2"
"16",1434,"SCCS-008","NO2",2001-04-11,2002-04-30,"measurement"," Llangyfelach Road, Treboeth",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-008","no2"
"17",1436,"SCCS-010","NO2",2001-04-11,2002-04-30,"measurement"," Llangyfelach Road, Treboth",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-010","no2"
"18",1460,"SCCS-034","NO2",2001-04-11,2002-04-30,"measurement"," Llangyfelach Street, Dyfatty",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-034","no2"
"19",1433,"SCCS-007","NO2",2001-04-11,2002-04-30,"measurement"," Martin Street, Morriston",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-007","no2"
"20",1466,"SCCS-040","NO2",2001-04-11,2002-04-30,"measurement"," Morfa Road, The Strand",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","sccs-040","no2"
"21",1638,"SCCS-131","NO2",2004-08-26,2005-08-03,"measurement"," Neath Road, Hafod Laundrette",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-131","no2"
"22",1437,"SCCS-011","NO2",2001-04-11,2002-04-30,"measurement"," Neath Road, Plasmarl",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","sccs-011","no2"
"23",1463,"SCCS-037","NO2",2001-04-11,2002-04-30,"measurement"," Pentregethin Road, Gendros",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-037","no2"
"24",1474,"SCCS-048","NO2",2001-04-11,2002-04-30,"measurement"," Pentreguinea Road, St Thomas",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-048","no2"
"25",1449,"SCCS-023","NO2",2001-04-11,2002-04-30,"measurement"," Pentremawr Road, Hafod",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-023","no2"
"26",1448,"SCCS-022","NO2",2001-04-11,2002-04-30,"measurement"," Pentretreharne Road, Landore",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","sccs-022","no2"
"27",2468,"SCCS-309","NO2",2009-11-04,NA,"measurement"," Pitter Patter Day Nursery Dulais ",0,0,"          ",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-309","no2"
"28",1444,"SCCS-018","NO2",2001-04-11,2002-04-30,"measurement"," Sydney Street, Manselton",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","sccs-018","no2"
"29",1435,"SCCS-009","NO2",2001-04-11,2002-04-30,"measurement"," Trewyddfa Common, Morriston",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-009","no2"
"30",1447,"SCCS-021","NO2",2001-04-11,2002-04-30,"measurement"," Washington Street, Landore",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","sccs-021","no2"
"31",1471,"SCCS-045","NO2",2001-04-11,2002-04-30,"measurement"," Wind Street, Swansea",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-045","no2"
"32",1473,"SCCS-047","NO2",2001-04-11,2002-04-30,"measurement"," Windmill Terrace, St Thomas",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","sccs-047","no2"
"33",1430,"SCCS-004","NO2",2001-04-11,2002-04-30,"measurement"," Woodfield Street, Morriston",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-004","no2"
"34",1640,"SCCS-133","NO2",2004-08-26,2005-08-03,"measurement"," Ystrad Road",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-133","no2"
"35",806,"OBC-020","NO2",1998-08-31,2000-08-31,"measurement","(Rear of) Brynfrwyd Close, Coychurch",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","obc-020","no2"
"36",919,"RDDC-002","NO2",1994-01-31,2000-12-31,"measurement","002 Temple Street, Llandrindod Wells",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","rddc-002","no2"
"37",583,"CMCC-002","NO2",1999-08-31,2013-01-02,"measurement","002 Upper Robinson Street, Llanelli",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","cmcc-002","no2"
"38",920,"RDDC-003","NO2",1994-01-31,2005-03-31,"measurement","003 Temple Street, Llandrindod Wells",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","rddc-003","no2"
"39",584,"CMCC-003","NO2",1999-08-31,2003-12-31,"measurement","003 Upper Robinson Street, Llanelli",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","cmcc-003","no2"
"40",613,"GCC-009","NO2",2000-03-31,2000-12-31,"measurement","009 Ffordd Penrhos, Bangor",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","gcc-009","no2"
"41",614,"GCC-010","NO2",2001-01-31,NA,"measurement","010 Ffordd Penrhos, Bangor",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","gcc-010","no2"
"42",645,"LBC-011","NO2",1993-01-31,1999-10-31,"measurement","011 Bridge Street, Llanelli",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","lbc-011","no2"
"43",973,"VGBC-011","NO2",1960-01-01,2000-07-01,"measurement","011 Wyndham Street, Barry",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","vgbc-011","no2"
"44",646,"LBC-012","NO2",1993-02-28,1999-10-31,"measurement","012 Bridge Street, Llanelli",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","lbc-012","no2"
"45",974,"VGBC-012","NO2",1996-03-31,2007-01-01,"measurement","012 Wyndham Street, Barry",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","vgbc-012","no2"
"46",647,"LBC-013","NO2",1993-01-31,2003-01-01,"measurement","013 Bridge Street, Llanelli",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","lbc-013","no2"
"47",325,"ADDC-013","NO2",1995-01-31,NA,"measurement","013 Kelsterton Farm Connah's Quay",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-013","no2"
"48",571,"CDC-014","NO2",1993-08-31,NA,"measurement","014 High St, Lampeter",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","cdc-014","no2"
"49",326,"ADDC-014","NO2",1995-01-31,NA,"measurement","014 Kelsterton Farm Connah's Quay",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-014","no2"
"50",572,"CDC-015","NO2",1993-08-31,NA,"measurement","015 High St, Cardigan",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","cdc-015","no2"
"51",327,"ADDC-015","NO2",1995-01-31,NA,"measurement","015 Kelsterton Farm, Connah's Quay",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-015","no2"
"52",328,"ADDC-016","NO2",1995-01-31,2013-07-31,"measurement","016 Golftyn Lane,Connah's Quay",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-016","no2"
"53",278,"CDC-016","BENZENE",1995-01-31,NA,"measurement","016 High St, Cardigan",NA,NA,"",2,"nahc","Hydocarbon Diffusion Tube sites",NA,"Unknown",NA,"waq","cdc-016","benzene"
"54",620,"GCC-016","NO2",2000-03-31,2000-12-31,"measurement","016 Llwyn y Fuches, Penygroes",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","gcc-016","no2"
"55",651,"LBC-017","NO2",1993-01-31,1999-07-31,"measurement","017 Coalbrook Road, Llanelli",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","lbc-017","no2"
"56",329,"ADDC-017","NO2",1995-01-31,2013-07-31,"measurement","017 Golftyn Lane,Connah's Quay",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-017","no2"
"57",621,"GCC-017","NO2",2001-01-31,NA,"measurement","017 Llwyn y Fuches, Penygroes",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","gcc-017","no2"
"58",652,"LBC-018","NO2",1993-01-31,1999-07-31,"measurement","018 Coalbrook Road, Llanelli",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","lbc-018","no2"
"59",574,"CDC-019","NO2",1994-07-31,NA,"measurement","019 Terrace Rd, Aberystwyth",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","cdc-019","no2"
"60",653,"LBC-019","NO2",1993-01-31,2003-01-01,"measurement","019 Town Hall, Llanelli",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","lbc-019","no2"
"61",279,"CDC-020","BENZENE",1995-01-31,NA,"measurement","020 Terrace Rd, Aberystwyth",NA,NA,"",2,"nahc","Hydocarbon Diffusion Tube sites",NA,"Unknown",NA,"waq","cdc-020","benzene"
"62",654,"LBC-020","NO2",1993-01-31,1999-10-31,"measurement","020 Town Hall, Llanelli",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","lbc-020","no2"
"63",655,"LBC-021","NO2",1993-01-31,1999-10-31,"measurement","021 A484, Bynea, Dyfed",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","lbc-021","no2"
"64",575,"CDC-021","NO2",1960-01-01,2000-01-01,"measurement","021 Capel Dewi",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","cdc-021","no2"
"65",656,"LBC-022","NO2",1993-01-31,1999-10-31,"measurement","022 A484, Bynea, Dyfed",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","lbc-022","no2"
"66",280,"CDC-022","BENZENE",1960-01-01,2000-01-01,"measurement","022 Capel Dewi",NA,NA,"",2,"nahc","Hydocarbon Diffusion Tube sites",NA,"Unknown",NA,"waq","cdc-022","benzene"
"67",657,"LBC-023","NO2",1993-01-31,2003-01-01,"measurement","023 A484, Bynea, Dyfed",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","lbc-023","no2"
"68",429,"CBC-023","NO2",2001-01-31,2002-05-31,"measurement","023 Beach Avenue, Old Colwyn",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","cbc-023","no2"
"69",430,"CBC-024","NO2",2001-02-28,2002-05-31,"measurement","024 Beach Avenue, Old Colwyn",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","cbc-024","no2"
"70",689,"MNBC-027","NO2",2002-04-01,2004-08-31,"measurement","027 St James Street, Monmouth",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","mnbc-027","no2"
"71",690,"MNBC-028","NO2",2002-04-01,2004-08-31,"measurement","028 St James Street, Monmouth",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","mnbc-028","no2"
"72",1024,"CDC-028","O3",1995-09-30,NA,"measurement","028 Terrace Rd, Aberystwyth",NA,NA,"",16,"o3d","O3 Diffusion Tube sites",NA,"Unknown",NA,"waq","cdc-028","o3"
"73",1092,"CDC-029","SO2",1993-08-31,NA,"measurement","029 Terrace Rd, Aberystwyth",NA,NA,"",22,"so2d","SO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","cdc-029","so2"
"74",342,"ADDC-030","NO2",1995-01-31,NA,"measurement","030 Deeside Ind Est, Sealand",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-030","no2"
"75",576,"CDC-030","NO2",1993-08-31,NA,"measurement","030 Pendam (background)",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","cdc-030","no2"
"76",343,"ADDC-031","NO2",1995-01-31,2009-01-07,"measurement","031 Deeside Ind Est, Sealand",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-031","no2"
"77",281,"CDC-031","BENZENE",2002-02-01,NA,"measurement","031 Pendam (background)",NA,NA,"",2,"nahc","Hydocarbon Diffusion Tube sites",NA,"Unknown",NA,"waq","cdc-031","benzene"
"78",344,"ADDC-032","NO2",1995-01-31,NA,"measurement","032 Deeside Ind Est, Sealand",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-032","no2"
"79",345,"ADDC-033","NO2",1995-01-31,NA,"measurement","033 Deeside Ind Est, Sealand",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-033","no2"
"80",695,"MNBC-044","NO2",2003-09-30,NA,"measurement","036 Hardwick Hill, Chepstow",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","intermediate","Unknown",NA,"waq","mnbc-044","no2"
"81",698,"MNBC-037","NO2",2003-09-30,2005-08-30,"measurement","037 Hardwick Hill, Chepstow",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","mnbc-037","no2"
"82",696,"MNBC-049","NO2",2003-09-30,NA,"measurement","038 Hardwick Hill, Chepstow",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","mnbc-049","no2"
"83",1575,"MNBC-067","NO2",2004-01-02,NA,"measurement","042 Bridge Street, Usk",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","mnbc-067","no2"
"84",704,"MNBC-043","NO2",2003-02-04,2004-02-27,"measurement","043 Bridge Street, Usk",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","mnbc-043","no2"
"85",697,"MNBC-066","NO2",2003-09-30,NA,"measurement","044 Bridge Street, Usk",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","mnbc-066","no2"
"86",353,"ADDC-046","NO2",2000-01-31,2003-01-01,"measurement","046 British Aerospace, Broughton",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-046","no2"
"87",354,"ADDC-047","NO2",2000-01-31,2003-01-01,"measurement","047 British Aerospace, Broughton",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-047","no2"
"88",355,"ADDC-048","NO2",2000-01-31,2003-01-01,"measurement","048 British Aerospace, Broughton",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-048","no2"
"89",356,"ADDC-049","NO2",2000-01-31,2003-01-01,"measurement","049 British Aerospace, Broughton",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-049","no2"
"90",357,"ADDC-050","NO2",2000-01-31,2003-01-01,"measurement","050 British Aerospace, Broughton",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-050","no2"
"91",358,"ADDC-051","NO2",2000-01-31,2002-10-01,"measurement","051 British Aerospace, Broughton",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","addc-051","no2"
"92",868,"PCC-068","NO2",2003-03-01,NA,"measurement","068 Princes Gate, Narbeth",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","pcc-068","no2"
"93",869,"PCC-069","NO2",2003-03-01,NA,"measurement","069 Princes Gate, Narbeth",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","pcc-069","no2"
"94",870,"PCC-070","NO2",2003-03-01,NA,"measurement","070 Princes Gate, Narbeth",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","pcc-070","no2"
"95",2680,"NWBC-123","NO2",2011-11-30,NA,"measurement","1 Castle Street",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","nwbc-123","no2"
"96",3025,"NWBC-137","NO2",2012-11-30,NA,"measurement","1 Castle Street",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","kerbside","Unknown",NA,"waq","nwbc-137","no2"
"97",2333,"CCBC-080","NO2",2010-02-02,NA,"measurement","1 Coopers Terrace, Ystrad Mynach",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","kerbside","Unknown",NA,"waq","ccbc-080","no2"
"98",2384,"RCTCBC-126","NO2",2011-09-28,2014-01-08,"measurement","1 Cowbridge Rd, Pontyclun",NA,NA,"50",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","rctcbc-126","no2"
"99",2447,"SCCS-288","NO2",2009-10-29,2011-06-30,"measurement","1 Hebron Road, Clydach",0,0,"          ",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-288","no2"
"100",1903,"RCTCBC-087","NO2",2007-01-31,2009-01-07,"measurement","1 High Street, Treorchy",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","rctcbc-087","no2"
"101",2750,"SCCS-456","NO2",2012-06-27,NA,"measurement","1 Libanus Road, Gorseinon, Swansea",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-456","no2"
"102",2514,"SCCS-355","NO2",2009-10-30,2011-06-09,"measurement","1 New Well Lane, Mumbles",0,0,"          ",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-355","no2"
"103",2497,"SCCS-338","NO2",2009-11-03,2011-06-09,"measurement","1 Pink Cottages, West End, Penclawdd",0,0,"          ",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-338","no2"
"104",932,"RHBC-010","NO2",2000-06-30,NA,"measurement","1 Plas Elwy Orchard, The Roe, St. Asaph",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","rhbc-010","no2"
"105",2631,"VGBC-065","NO2",2012-02-29,NA,"measurement","1 Riverside Mews, High St, Cowbridge",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","vgbc-065","no2"
"106",2345,"OBC-093","NO2",2011-07-01,NA,"measurement","1 The Crescent, Aberkenfig",NA,NA,"43",15,"no2d","NO2 Diffusion Tube sites","urban_background","Unknown",NA,"waq","obc-093","no2"
"107",2379,"RCTCBC-121","NO2",2011-09-28,2014-01-08,"measurement","1 The Square, Llanharran",NA,NA,"70",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","rctcbc-121","no2"
"108",2068,"SCCS-197","NO2",2008-07-08,NA,"measurement","1 Uplands Crescent",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","urban","Unknown",NA,"waq","sccs-197","no2"
"109",3035,"MNBC-080","NO2",2013-01-02,NA,"measurement","1 Usk View, Merthyr Road, Abergavenny",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","mnbc-080","no2"
"110",2043,"CCBC-071","NO2",2008-09-28,NA,"measurement","1 Woodside Tce, Hafodrynys",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","kerbside","Unknown",NA,"waq","ccbc-071","no2"
"111",3118,"MNBC-086","NO2",2013-10-30,NA,"measurement","1, The Shrubbery, Old Dixton Road",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","intermediate","Unknown",NA,"waq","mnbc-086","no2"
"112",2082,"SCCS-211","NO2",2008-07-08,NA,"measurement","1/2 De La Beche Road",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","urban","Unknown",NA,"waq","sccs-211","no2"
"113",2487,"SCCS-328","NO2",2009-11-02,2011-06-30,"measurement","10 Borough Road, Loughor",0,0,"          ",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-328","no2"
"114",1900,"RCTCBC-083","NO2",2007-01-31,NA,"measurement","10 Ceridwen Terrace, Pontypridd",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","rctcbc-083","no2"
"115",2440,"SCCS-281","NO2",2009-11-06,NA,"measurement","10 Chemical Road, Morriston",0,0,"          ",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-281","no2"
"116",2758,"CCC-183","NO2",2010-02-03,NA,"measurement","10 Corporation Road",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","urban","Unknown",NA,"waq","ccc-183","no2"
"117",2496,"SCCS-337","NO2",2009-11-03,2011-06-09,"measurement","10 Glanmor Terrace, Penclawdd",0,0,"          ",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-337","no2"
"118",1896,"RCTCBC-079","NO2",2007-01-03,NA,"measurement","10 High Street, Pontypridd",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","rctcbc-079","no2"
"119",1682,"OBC-058","NO2",2005-08-29,2009-06-03,"measurement","10 Home of the Oak Tree, Kenfig Hill",NA,NA,NA,15,"no2d","NO2 Diffusion Tube sites","intermediate","Unknown",NA,"waq","obc-058","no2"
"120",939,"RHBC-017","NO2",2001-01-31,NA,"measurement","10 Kinmel Street, Rhyl",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites",NA,"Unknown",NA,"waq","rhbc-017","no2"
"121",2726,"SCCS-432","NO2",2012-06-27,NA,"measurement","10 Lime Street, Gorseinon, Swansea",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-432","no2"
"122",705,"MNBC-058","NO2",2003-11-04,NA,"measurement","10 Monnow St Monmouth NP25 3EE",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","kerbside","Unknown",NA,"waq","mnbc-058","no2"
"123",2331,"CCBC-078","NO2",2010-02-02,NA,"measurement","10 Nantgarw Road, Caerphilly",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","kerbside","Unknown",NA,"waq","ccbc-078","no2"
"124",1815,"SCCS-194","NO2",2006-04-06,NA,"measurement","10 St. Helens Road",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","other","Unknown",NA,"waq","sccs-194","no2"
"125",2330,"CCBC-077","NO2",2010-02-02,NA,"measurement","10 Ton y Felin Road, Caerphilly",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","kerbside","Unknown",NA,"waq","ccbc-077","no2"
"126",2064,"SCCS-196","NO2",2008-07-08,NA,"measurement","10/12 Uplands Crescent",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","urban","Unknown",NA,"waq","sccs-196","no2"
"127",1905,"RCTCBC-089","NO2",2007-01-31,2014-01-08,"measurement","101 Pontshonorton Rd, Cilfynydd",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","rctcbc-089","no2"
"128",2586,"SCCS-424","NO2",2010-08-04,NA,"measurement","1013 Carmarthen Road, Fforestfach",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-424","no2"
"129",2739,"SCCS-445","NO2",2012-06-27,NA,"measurement","102 Lime Street, Gorseinon, Swansea",NA,NA,"",15,"no2d","NO2 Diffusion Tube sites","roadside","Unknown",NA,"waq","sccs-445","no2"
