"","date","date_end","site","site_name","variable","value","site_network_id","statistic_type_id","ratified_id","unit_id","unit_name","statistic_type","network_parameter_id","network_id"
"140",2016-08-18,2016-08-19,"edb2","East Dunbartonshire Bearsden","no2",31.715625,2351,12,1,24,"ugm-3","daily_mean",3,"saun"
"141",2016-08-15,2016-08-16,"edb3","East Dunbartonshire Kirkintilloch","no2",52.854545,2496,12,1,24,"ugm-3","daily_mean",3,"saun"
"142",2016-08-16,2016-08-17,"edb3","East Dunbartonshire Kirkintilloch","no2",43.9875,2496,12,1,24,"ugm-3","daily_mean",3,"saun"
"143",2016-08-17,2016-08-18,"edb3","East Dunbartonshire Kirkintilloch","no2",38.56875,2496,12,1,24,"ugm-3","daily_mean",3,"saun"
"144",2016-08-18,2016-08-19,"edb3","East Dunbartonshire Kirkintilloch","no2",145.270312,2496,12,1,24,"ugm-3","daily_mean",3,"saun"
"145",2016-08-15,2016-08-16,"edb4","East Dunbartonshire Milngavie ","no2",21.819886,2819,12,1,24,"ugm-3","daily_mean",3,"saun"
"146",2016-08-16,2016-08-17,"edb4","East Dunbartonshire Milngavie ","no2",27.571875,2819,12,1,24,"ugm-3","daily_mean",3,"saun"
"147",2016-08-17,2016-08-18,"edb4","East Dunbartonshire Milngavie ","no2",26.934375,2819,12,1,24,"ugm-3","daily_mean",3,"saun"
"148",2016-08-18,2016-08-19,"edb4","East Dunbartonshire Milngavie ","no2",20.240625,2819,12,1,24,"ugm-3","daily_mean",3,"saun"
"149",2016-08-15,2016-08-16,"ek0","South Lanarkshire East Kilbride","no2",29.00625,2518,12,1,24,"ugm-3","daily_mean",3,"saun"
"150",2016-08-16,2016-08-17,"ek0","South Lanarkshire East Kilbride","no2",35.460938,2518,12,1,24,"ugm-3","daily_mean",3,"saun"
"151",2016-08-17,2016-08-18,"ek0","South Lanarkshire East Kilbride","no2",27.4125,2518,12,1,24,"ugm-3","daily_mean",3,"saun"
"152",2016-08-18,2016-08-19,"ek0","South Lanarkshire East Kilbride","no2",53.55,2518,12,1,24,"ugm-3","daily_mean",3,"saun"
"153",2016-08-15,2016-08-16,"esk","Eskdalemuir","no2",1.537969,2063,12,1,24,"ugm-3","daily_mean",13,"scor"
"154",2016-08-16,2016-08-17,"esk","Eskdalemuir","no2",2.9325,2063,12,1,24,"ugm-3","daily_mean",13,"scor"
"155",2016-08-17,2016-08-18,"esk","Eskdalemuir","no2",2.478281,2063,12,1,24,"ugm-3","daily_mean",13,"scor"
"156",2016-08-18,2016-08-19,"esk","Eskdalemuir","no2",2.693437,2063,12,1,24,"ugm-3","daily_mean",13,"scor"
"157",2016-08-15,2016-08-16,"esk","Eskdalemuir","o3",37.893354,2062,12,1,24,"ugm-3","daily_mean",15,"scor"
"158",2016-08-16,2016-08-17,"esk","Eskdalemuir","o3",58.881465,2062,12,1,24,"ugm-3","daily_mean",15,"scor"
