"","site_network_id","site","variable","date_started","date_ended","data_table","site_name","latitude","longitude","altitude","eu_site_id","network_parameter_id","network_id","network_name","site_type","site_type_eu","region","agglomeration","database_name","site_friendly","variable_friendly"
"552",71037,"SANT","NO",2005-10-01,NA,"measurement","North Lincs Santon",53.595778,-0.597139,"30",NA,4,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","sant","no"
"553",71047,"DAWE","PM1",2008-11-17,NA,"measurement","North Lincs Santon Dawes Lane",53.59516,-0.602465,"",NA,22,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","dawe","pm1"
"554",71050,"DAWE","PM25",2008-11-17,NA,"measurement","North Lincs Santon Dawes Lane",53.59516,-0.602465,"",NA,11,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","dawe","pm25"
"555",71048,"DAWE","PM10",2008-11-17,NA,"measurement","North Lincs Santon Dawes Lane",53.59516,-0.602465,"",NA,10,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","dawe","pm10"
"556",71051,"DAWE","SPED",2008-11-17,NA,"measurement","North Lincs Santon Dawes Lane",53.59516,-0.602465,"",NA,16,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","dawe","ws"
"557",71046,"DAWE","DIR",2008-11-17,NA,"measurement","North Lincs Santon Dawes Lane",53.59516,-0.602465,"",NA,2,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","dawe","wd"
"558",71049,"DAWE","GE10",2008-11-17,NA,"measurement","North Lincs Santon Dawes Lane",53.59516,-0.602465,"",NA,3,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","dawe","ge10"
"559",71052,"DAWE","TSP",2008-11-17,NA,"measurement","North Lincs Santon Dawes Lane",53.59516,-0.602465,"",NA,21,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","dawe","tsp"
"560",71054,"STON","GE10",2010-03-10,NA,"measurement","North Lincs Santon PM10 FDMS",53.595778,-0.597139,"30",NA,3,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","ston","ge10"
"561",74620,"STON","NV10",2010-03-10,NA,"measurement","North Lincs Santon PM10 FDMS",53.595778,-0.597139,"30",NA,7,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","ston","nv10"
"562",74621,"STON","V10",2010-03-10,NA,"measurement","North Lincs Santon PM10 FDMS",53.595778,-0.597139,"30",NA,18,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","ston","v10"
"563",71057,"SFER","PM10",2008-11-17,NA,"measurement","North Lincs South Ferriby",53.676004,-0.517324,"",NA,10,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","sfer","pm10"
"564",71060,"SFER","SPED",2008-11-17,NA,"measurement","North Lincs South Ferriby",53.676004,-0.517324,"",NA,16,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","sfer","ws"
"565",71055,"SFER","DIR",2008-11-17,NA,"measurement","North Lincs South Ferriby",53.676004,-0.517324,"",NA,2,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","sfer","wd"
"566",71058,"SFER","GE10",2008-11-17,NA,"measurement","North Lincs South Ferriby",53.676004,-0.517324,"",NA,3,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","sfer","ge10"
"567",71061,"SFER","TSP",2008-11-17,NA,"measurement","North Lincs South Ferriby",53.676004,-0.517324,"",NA,21,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","sfer","tsp"
"568",71056,"SFER","PM1",2008-11-17,NA,"measurement","North Lincs South Ferriby",53.676004,-0.517324,"",NA,22,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","sfer","pm1"
"569",71059,"SFER","PM25",2008-11-17,NA,"measurement","North Lincs South Ferriby",53.676004,-0.517324,"",NA,11,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","sfer","pm25"
"570",71063,"STAT","PM10",2010-08-18,NA,"measurement","North Lincs Station Road",53.587711,-0.641369,"",NA,10,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","stat","pm10"
"571",71066,"STAT","TSP",2010-08-18,NA,"measurement","North Lincs Station Road",53.587711,-0.641369,"",NA,21,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","stat","tsp"
"572",71064,"STAT","GE10",2010-08-18,NA,"measurement","North Lincs Station Road",53.587711,-0.641369,"",NA,3,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","stat","ge10"
"573",71062,"STAT","PM1",2010-08-18,NA,"measurement","North Lincs Station Road",53.587711,-0.641369,"",NA,22,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","stat","pm1"
"574",71065,"STAT","PM25",2010-08-18,NA,"measurement","North Lincs Station Road",53.587711,-0.641369,"",NA,11,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","stat","pm25"
"575",73967,"COLE","NO2",2006-01-01,NA,"measurement","North Warwickshire Coleshill",52.481101,-1.707013,"",NA,5,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","cole","no2"
"576",73970,"COLE","GE10",2006-01-01,NA,"measurement","North Warwickshire Coleshill",52.481101,-1.707013,"",NA,3,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","cole","ge10"
"577",73965,"COLE","T",2006-01-01,NA,"measurement","North Warwickshire Coleshill",52.481101,-1.707013,"",NA,17,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","cole","temp"
"578",73968,"COLE","NOXasNO2",2006-01-01,NA,"measurement","North Warwickshire Coleshill",52.481101,-1.707013,"",NA,6,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","cole","nox"
"579",73971,"COLE","SO2",2006-01-01,NA,"measurement","North Warwickshire Coleshill",52.481101,-1.707013,"",NA,15,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","cole","so2"
"580",73966,"COLE","NO",2006-01-01,NA,"measurement","North Warwickshire Coleshill",52.481101,-1.707013,"",NA,4,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","cole","no"
"581",73969,"COLE","PM10",2006-01-01,NA,"measurement","North Warwickshire Coleshill",52.481101,-1.707013,"",NA,10,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","cole","pm10"
"582",74562,"NMB1","NOXasNO2",2010-01-01,NA,"measurement","Northumberland Blyth Library",54.409104,-1.976303,"",NA,6,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","nmb1","nox"
"583",74560,"NMB1","NO",2010-01-01,NA,"measurement","Northumberland Blyth Library",54.409104,-1.976303,"",NA,4,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","nmb1","no"
"584",74563,"NMB1","PM10",2010-01-01,NA,"measurement","Northumberland Blyth Library",54.409104,-1.976303,"",NA,10,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","nmb1","pm10"
"585",74561,"NMB1","NO2",2010-01-01,NA,"measurement","Northumberland Blyth Library",54.409104,-1.976303,"",NA,5,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","nmb1","no2"
"586",74564,"NMB1","GE10",2010-01-01,2010-12-31,"measurement","Northumberland Blyth Library",54.409104,-1.976303,"",NA,3,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","nmb1","ge10"
"587",74565,"NMB2","NO",2010-01-01,2010-01-01,"measurement","Northumberland Cowpen Road",54.411567,-1.864175,"",NA,4,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","nmb2","no"
"588",74568,"NMB2","PM10",2010-01-01,NA,"measurement","Northumberland Cowpen Road",54.411567,-1.864175,"",NA,10,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","nmb2","pm10"
"589",74566,"NMB2","NO2",2010-01-01,2010-01-01,"measurement","Northumberland Cowpen Road",54.411567,-1.864175,"",NA,5,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","nmb2","no2"
"590",74569,"NMB2","GE10",2010-01-01,2010-12-12,"measurement","Northumberland Cowpen Road",54.411567,-1.864175,"",NA,3,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","nmb2","ge10"
"591",74567,"NMB2","NOXasNO2",2010-01-01,2010-01-01,"measurement","Northumberland Cowpen Road",54.411567,-1.864175,"",NA,6,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","nmb2","nox"
"592",74570,"NMB3","SO2",2010-01-01,NA,"measurement","Northumberland Newbiggin",54.468233,-1.986846,"",NA,15,"aqe","Air Quality England","urban_background","urban_background",NA,NA,"aqengland","nmb3","so2"
"593",74051,"NO11","GE10",2006-05-10,2011-04-26,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,3,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","ge10"
"594",74054,"NO11","RH",2006-07-21,2011-04-26,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,14,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","rh"
"595",74057,"NO11","SPED",2007-08-01,2011-04-26,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,16,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","ws"
"596",74046,"NO11","NO",2006-05-10,2011-04-26,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,4,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","no"
"597",74049,"NO11","O3",2006-05-10,2011-04-25,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,9,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","o3"
"598",74052,"NO11","PM25",2006-05-10,2011-04-26,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,11,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","pm25"
"599",74055,"NO11","SO2",2006-05-10,2011-04-26,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,15,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","so2"
"600",74044,"NO11","T",2006-07-21,2011-04-26,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,17,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","temp"
"601",74047,"NO11","NO2",2006-05-10,2011-04-26,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,5,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","no2"
"602",74050,"NO11","PM10",2006-05-10,NA,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,10,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","pm10"
"603",74053,"NO11","PRES",2006-07-21,2011-04-26,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,12,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","pres"
"604",74056,"NO11","DIR",2007-08-01,2011-04-26,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,2,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","wd"
"605",74045,"NO11","CO",2006-05-10,2011-04-26,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,1,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","co"
"606",74048,"NO11","NOXasNO2",2006-05-10,2011-04-26,"measurement","Norwich Castle Meadow",52.629367,1.296703,"",NA,6,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","no11","nox"
"607",72482,"OLDH","PM10",1998-12-04,2011-07-06,"measurement","Oldham West End House",53.545943,-2.122694,"",NA,10,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","oldh","pm10"
"608",72479,"OLDH","NO2",1998-12-04,2011-07-06,"measurement","Oldham West End House",53.545943,-2.122694,"",NA,5,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","oldh","no2"
"609",72483,"OLDH","GE10",1998-12-04,2011-07-06,"measurement","Oldham West End House",53.545943,-2.122694,"",NA,3,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","oldh","ge10"
"610",72481,"OLDH","O3",1998-12-04,2011-07-06,"measurement","Oldham West End House",53.545943,-2.122694,"",NA,9,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","oldh","o3"
"611",72478,"OLDH","NO",1998-12-04,2011-07-06,"measurement","Oldham West End House",53.545943,-2.122694,"",NA,4,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","oldh","no"
"612",72480,"OLDH","NOXasNO2",1998-12-04,2011-07-06,"measurement","Oldham West End House",53.545943,-2.122694,"",NA,6,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","oldh","nox"
"613",72484,"OLDH","SO2",1998-12-04,2011-07-06,"measurement","Oldham West End House",53.545943,-2.122694,"",NA,15,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","oldh","so2"
"614",72477,"OLDH","CO",1998-12-04,2011-07-06,"measurement","Oldham West End House",53.545943,-2.122694,"",NA,1,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","oldh","co"
"615",71118,"OX6","NOXasNO2",2003-06-23,NA,"measurement","Oxford High St",51.752527,-1.250939,"",NA,6,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","ox6","nox"
"616",71116,"OX6","NO",2003-06-23,NA,"measurement","Oxford High St",51.752527,-1.250939,"",NA,4,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","ox6","no"
"617",71119,"OX6","PM10",2003-06-23,NA,"measurement","Oxford High St",51.752527,-1.250939,"",NA,10,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","ox6","pm10"
"618",71117,"OX6","NO2",2003-06-23,NA,"measurement","Oxford High St",51.752527,-1.250939,"",NA,5,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","ox6","no2"
"619",71120,"OX6","GE10",2003-06-23,NA,"measurement","Oxford High St",51.752527,-1.250939,"",NA,3,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","ox6","ge10"
"620",71121,"OX3","DIR",1997-07-01,2012-01-19,"measurement","Oxford St Ebbes (Cal Club)",51.744856,-1.260338,"60",NA,2,"aqe","Air Quality England","urban_background","urban_background",NA,NA,"aqengland","ox3","wd"
"621",71129,"OX3","SPED",1997-07-01,2012-01-19,"measurement","Oxford St Ebbes (Cal Club)",51.744856,-1.260338,"60",NA,16,"aqe","Air Quality England","urban_background","urban_background",NA,NA,"aqengland","ox3","ws"
"622",71125,"OX3","O3",1997-07-01,NA,"measurement","Oxford St Ebbes (Cal Club)",51.744856,-1.260338,"60",NA,9,"aqe","Air Quality England","urban_background","urban_background",NA,NA,"aqengland","ox3","o3"
"623",71130,"OX3","T",1997-07-01,2012-01-19,"measurement","Oxford St Ebbes (Cal Club)",51.744856,-1.260338,"60",NA,17,"aqe","Air Quality England","urban_background","urban_background",NA,NA,"aqengland","ox3","temp"
"624",71128,"OX3","RH",1997-07-01,2012-01-19,"measurement","Oxford St Ebbes (Cal Club)",51.744856,-1.260338,"60",NA,14,"aqe","Air Quality England","urban_background","urban_background",NA,NA,"aqengland","ox3","rh"
"625",74482,"REA2","NO",2006-11-22,NA,"measurement","Reading Caversham Road",51.464355,-0.977094,"",NA,4,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea2","no"
"626",74483,"REA2","NO2",2006-11-22,NA,"measurement","Reading Caversham Road",51.464355,-0.977094,"",NA,5,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea2","no2"
"627",74866,"REA2","PM10",2006-11-22,NA,"measurement","Reading Caversham Road",51.464355,-0.977094,"",NA,10,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea2","pm10"
"628",74484,"REA2","NOXasNO2",2006-11-22,NA,"measurement","Reading Caversham Road",51.464355,-0.977094,"",NA,6,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea2","nox"
"629",74863,"REA2","GE10",2006-11-22,NA,"measurement","Reading Caversham Road",51.464355,-0.977094,"",NA,3,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea2","ge10"
"630",74485,"REA3","NO",2007-09-27,2016-02-05,"measurement","Reading Kings Road",51.453116,-0.949926,"",NA,4,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea3","no"
"631",74867,"REA3","PM10",2007-09-27,2016-02-05,"measurement","Reading Kings Road",51.453116,-0.949926,"",NA,10,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea3","pm10"
"632",74864,"REA3","GE10",2007-09-27,2016-02-05,"measurement","Reading Kings Road",51.453116,-0.949926,"",NA,3,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea3","ge10"
"633",74486,"REA3","NO2",2007-09-27,2016-02-05,"measurement","Reading Kings Road",51.453116,-0.949926,"",NA,5,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea3","no2"
"634",74487,"REA3","NOXasNO2",2007-09-27,2016-02-05,"measurement","Reading Kings Road",51.453116,-0.949926,"",NA,6,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea3","nox"
"635",74868,"REA4","PM10",2007-12-05,NA,"measurement","Reading Oxford Road",51.461957,-1.012459,"",NA,10,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea4","pm10"
"636",74865,"REA4","GE10",2007-12-05,NA,"measurement","Reading Oxford Road",51.461957,-1.012459,"",NA,3,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea4","ge10"
"637",74862,"REA4","NOXasNO2",2007-12-05,NA,"measurement","Reading Oxford Road",51.461957,-1.012459,"",NA,6,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea4","nox"
"638",74861,"REA4","NO2",2007-12-05,NA,"measurement","Reading Oxford Road",51.461957,-1.012459,"",NA,5,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea4","no2"
"639",74860,"REA4","NO",2007-12-05,NA,"measurement","Reading Oxford Road",51.461957,-1.012459,"",NA,4,"aqe","Air Quality England",NA,NA,NA,NA,"aqengland","rea4","no"
"640",74814,"RED3","SO2",2013-01-01,NA,"measurement","Redcar Dormanstown",54.60317,-1.09784,"7",NA,15,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","red3","so2"
"641",74811,"RED3","DIR",2013-01-01,NA,"measurement","Redcar Dormanstown",54.60317,-1.09784,"7",NA,2,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","red3","wd"
"642",74808,"RED3","NO2",2013-01-01,NA,"measurement","Redcar Dormanstown",54.60317,-1.09784,"7",NA,5,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","red3","no2"
"643",74807,"RED3","NO",2013-01-01,NA,"measurement","Redcar Dormanstown",54.60317,-1.09784,"7",NA,4,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","red3","no"
"644",74813,"RED3","O3",2013-01-01,NA,"measurement","Redcar Dormanstown",54.60317,-1.09784,"7",NA,9,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","red3","o3"
"645",74810,"RED3","PM10",2013-01-01,NA,"measurement","Redcar Dormanstown",54.60317,-1.09784,"7",NA,10,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","red3","pm10"
"646",74806,"RED3","GE10",2013-01-01,NA,"measurement","Redcar Dormanstown",54.60317,-1.09784,"7",NA,3,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","red3","ge10"
"647",74812,"RED3","SPED",2013-01-01,NA,"measurement","Redcar Dormanstown",54.60317,-1.09784,"7",NA,16,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","red3","ws"
"648",74809,"RED3","NOXasNO2",2013-01-01,NA,"measurement","Redcar Dormanstown",54.60317,-1.09784,"7",NA,6,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","red3","nox"
"649",74521,"RED2","NO",2009-06-01,2010-07-01,"measurement","Redcar LA",54.612778,-1.072778,"4",NA,4,"aqe","Air Quality England","suburban","suburban",NA,NA,"aqengland","red2","no"
"650",74524,"RED2","O3",2009-06-01,2010-07-01,"measurement","Redcar LA",54.612778,-1.072778,"4",NA,9,"aqe","Air Quality England","suburban","suburban",NA,NA,"aqengland","red2","o3"
"651",74527,"RED2","SO2",2009-06-01,2010-07-01,"measurement","Redcar LA",54.612778,-1.072778,"4",NA,15,"aqe","Air Quality England","suburban","suburban",NA,NA,"aqengland","red2","so2"
"652",74522,"RED2","NO2",2009-06-01,2010-07-01,"measurement","Redcar LA",54.612778,-1.072778,"4",NA,5,"aqe","Air Quality England","suburban","suburban",NA,NA,"aqengland","red2","no2"
"653",74525,"RED2","PM10",2009-06-01,2010-07-01,"measurement","Redcar LA",54.612778,-1.072778,"4",NA,10,"aqe","Air Quality England","suburban","suburban",NA,NA,"aqengland","red2","pm10"
"654",74528,"RED2","DIR",2009-06-01,2009-06-01,"measurement","Redcar LA",54.612778,-1.072778,"4",NA,2,"aqe","Air Quality England","suburban","suburban",NA,NA,"aqengland","red2","wd"
"655",74520,"RED2","CO",2009-06-01,2010-07-01,"measurement","Redcar LA",54.612778,-1.072778,"4",NA,1,"aqe","Air Quality England","suburban","suburban",NA,NA,"aqengland","red2","co"
"656",74523,"RED2","NOXasNO2",2009-06-01,2010-07-01,"measurement","Redcar LA",54.612778,-1.072778,"4",NA,6,"aqe","Air Quality England","suburban","suburban",NA,NA,"aqengland","red2","nox"
"657",74526,"RED2","GE10",2009-06-01,2010-07-01,"measurement","Redcar LA",54.612778,-1.072778,"4",NA,3,"aqe","Air Quality England","suburban","suburban",NA,NA,"aqengland","red2","ge10"
"658",74529,"RED2","SPED",2009-06-01,2009-06-01,"measurement","Redcar LA",54.612778,-1.072778,"4",NA,16,"aqe","Air Quality England","suburban","suburban",NA,NA,"aqengland","red2","ws"
"659",73914,"RG3","NOXasNO2",2006-01-01,2010-03-12,"measurement","Reigate and Banstead Poles Lane",51.141181,-0.192915,"",NA,6,"aqe","Air Quality England","rural","rural",NA,NA,"aqengland","rg3","nox"
"660",73912,"RG3","NO",2006-01-01,2010-03-12,"measurement","Reigate and Banstead Poles Lane",51.141181,-0.192915,"",NA,4,"aqe","Air Quality England","rural","rural",NA,NA,"aqengland","rg3","no"
"661",73915,"RG3","O3",2006-01-01,2010-03-12,"measurement","Reigate and Banstead Poles Lane",51.141181,-0.192915,"",NA,9,"aqe","Air Quality England","rural","rural",NA,NA,"aqengland","rg3","o3"
"662",73913,"RG3","NO2",2006-01-01,2010-03-12,"measurement","Reigate and Banstead Poles Lane",51.141181,-0.192915,"",NA,5,"aqe","Air Quality England","rural","rural",NA,NA,"aqengland","rg3","no2"
"663",74556,"RY2","NO2",2010-01-01,2010-03-12,"measurement","Rother - De La Warr Road",50.84479,0.49452,"",NA,5,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","ry2","no2"
"664",74559,"RY2","GE10",2010-01-01,2010-03-12,"measurement","Rother - De La Warr Road",50.84479,0.49452,"",NA,3,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","ry2","ge10"
"665",74557,"RY2","NOXasNO2",2010-01-01,2010-03-12,"measurement","Rother - De La Warr Road",50.84479,0.49452,"",NA,6,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","ry2","nox"
"666",74555,"RY2","NO",2010-01-01,2010-03-12,"measurement","Rother - De La Warr Road",50.84479,0.49452,"",NA,4,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","ry2","no"
"667",74558,"RY2","PM10",2010-01-01,2010-03-12,"measurement","Rother - De La Warr Road",50.84479,0.49452,"",NA,10,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","ry2","pm10"
"668",73921,"RY1","O3",2006-01-01,2010-03-12,"measurement","Rother - Rye Harbour",50.938412,0.767821,"",NA,9,"aqe","Air Quality England","rural","rural",NA,NA,"aqengland","ry1","o3"
"669",74363,"ROT4","NO",2008-01-01,NA,"measurement","Rotherham Bradgate",53.434502,-1.322673,"",NA,4,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","rot4","no"
"670",74364,"ROT4","NO2",2008-01-01,NA,"measurement","Rotherham Bradgate",53.434502,-1.322673,"",NA,5,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","rot4","no2"
"671",74365,"ROT4","NOXasNO2",2008-01-01,NA,"measurement","Rotherham Bradgate",53.434502,-1.322673,"",NA,6,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","rot4","nox"
"672",71583,"BHIL","NO2",2001-03-01,2012-09-15,"measurement","S Cambs Bar Hill",52.254095,0.031971,"",NA,5,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","bhil","no2"
"673",71586,"BHIL","GE10",2001-03-01,2012-05-04,"measurement","S Cambs Bar Hill",52.254095,0.031971,"",NA,3,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","bhil","ge10"
"674",71584,"BHIL","NOXasNO2",2001-03-01,2012-09-15,"measurement","S Cambs Bar Hill",52.254095,0.031971,"",NA,6,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","bhil","nox"
"675",71587,"BHIL","PM25",2001-03-01,2011-06-30,"measurement","S Cambs Bar Hill",52.254095,0.031971,"",NA,11,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","bhil","pm25"
"676",71582,"BHIL","NO",2001-03-01,2012-09-15,"measurement","S Cambs Bar Hill",52.254095,0.031971,"",NA,4,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","bhil","no"
"677",71585,"BHIL","PM10",2001-03-01,2012-05-04,"measurement","S Cambs Bar Hill",52.254095,0.031971,"",NA,10,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","bhil","pm10"
"678",71591,"IMP","NO2",2003-01-01,NA,"measurement","S Cambs Impington",52.23364,0.10508,"",NA,5,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","imp","no2"
"679",71594,"IMP","GE10",2003-01-01,NA,"measurement","S Cambs Impington",52.23364,0.10508,"",NA,3,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","imp","ge10"
"680",71592,"IMP","NOXasNO2",2003-01-01,NA,"measurement","S Cambs Impington",52.23364,0.10508,"",NA,6,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","imp","nox"
"681",71590,"IMP","NO",2003-01-01,NA,"measurement","S Cambs Impington",52.23364,0.10508,"",NA,4,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","imp","no"
"682",71593,"IMP","PM10",2003-01-01,NA,"measurement","S Cambs Impington",52.23364,0.10508,"",NA,10,"aqe","Air Quality England","roadside","urban",NA,NA,"aqengland","imp","pm10"
"683",71597,"ORCH","NOXasNO2",2009-04-22,NA,"measurement","S Cambs Orchard Park School",52.2335,0.115229,"",NA,6,"aqe","Air Quality England","urban_background","urban_background",NA,NA,"aqengland","orch","nox"
"684",71595,"ORCH","NO",2009-04-22,NA,"measurement","S Cambs Orchard Park School",52.2335,0.115229,"",NA,4,"aqe","Air Quality England","urban_background","urban_background",NA,NA,"aqengland","orch","no"
"685",71598,"ORCH","PM10",2009-04-22,NA,"measurement","S Cambs Orchard Park School",52.2335,0.115229,"",NA,10,"aqe","Air Quality England","urban_background","urban_background",NA,NA,"aqengland","orch","pm10"
"686",71596,"ORCH","NO2",2009-04-22,NA,"measurement","S Cambs Orchard Park School",52.2335,0.115229,"",NA,5,"aqe","Air Quality England","urban_background","urban_background",NA,NA,"aqengland","orch","no2"
"687",71599,"ORCH","GE10",2009-04-22,NA,"measurement","S Cambs Orchard Park School",52.2335,0.115229,"",NA,3,"aqe","Air Quality England","urban_background","urban_background",NA,NA,"aqengland","orch","ge10"
"688",74875,"ECC3","O3",2014-06-01,2015-01-23,"measurement","Salford Eccles (CC)",53.48485,-2.334189,"",NA,9,"aqe","Air Quality England","urban_industrial","urban_background",NA,NA,"aqengland","ecc3","o3"
