"","site_network_id","site","variable","date_started","date_ended","data_table","site_name","latitude","longitude","altitude","network_parameter_id","network_id","network_name","site_type","region","agglomeration","database_name","site_friendly","variable_friendly"
"881",2471,"ED6","SPED",2007-01-01,2009-01-22,"measurement","Edinburgh Haymarket",55.945833,-3.220556,"53",23,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed6","ws"
"882",2464,"ED6","NO",2007-01-01,2009-01-22,"measurement","Edinburgh Haymarket",55.945833,-3.220556,"53",2,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed6","no"
"883",2468,"ED6","PM10",2007-01-01,2009-01-22,"measurement","Edinburgh Haymarket",55.945833,-3.220556,"53",999,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed6","pm10"
"884",2465,"ED6","NO2",2007-01-01,2009-01-22,"measurement","Edinburgh Haymarket",55.945833,-3.220556,"53",3,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed6","no2"
"885",2469,"ED6","T",2007-01-01,2009-01-22,"measurement","Edinburgh Haymarket",55.945833,-3.220556,"53",21,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed6","temp"
"886",2466,"ED6","GE10",2007-01-01,2009-01-22,"measurement","Edinburgh Haymarket",55.945833,-3.220556,"53",6,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed6","ge10"
"887",2470,"ED6","DIR",2007-01-01,2009-01-22,"measurement","Edinburgh Haymarket",55.945833,-3.220556,"53",22,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed6","wd"
"888",2467,"ED6","NOXasNO2",2007-01-01,2009-01-22,"measurement","Edinburgh Haymarket",55.945833,-3.220556,"53",9,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed6","nox"
"889",2045,"ED2","TOLUENE",1993-05-13,2002-06-03,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,349,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","toluene"
"890",2038,"ED2","13BDIENE",1993-05-13,2002-06-03,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,340,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","13bdiene"
"891",2031,"ED2","iBUTANE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,333,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","ibutane"
"892",2049,"ED2","MEPENT",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,355,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","mepent"
"893",2042,"ED2","nHEXANE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,346,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","nhexane"
"894",2035,"ED2","c2BUTENE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,337,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","c2butene"
"895",2028,"ED2","ETHYNE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,330,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","ethyne"
"896",2046,"ED2","ETHBENZ",1993-05-13,2002-06-03,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,350,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","ethbenz"
"897",2039,"ED2","t2PENTEN",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,341,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","t2penten"
"898",2032,"ED2","nBUTANE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,334,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","nbutane"
"899",2050,"ED2","BENZENE",2000-12-20,2005-10-05,"md_measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,995,"nahc","Non-Automatic Hydrocarbon Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","benzene"
"900",2043,"ED2","nHEPTANE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,347,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","nheptane"
"901",2036,"ED2","iPENTANE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,338,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","ipentane"
"902",2029,"ED2","PROPANE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,331,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","propane"
"903",2047,"ED2","mpXYLENE",1993-05-13,2002-06-03,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,351,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","mpxylene"
"904",2040,"ED2","c2PENTEN",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,342,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","c2penten"
"905",2033,"ED2","t2BUTENE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,335,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","t2butene"
"906",2026,"ED2","ETHANE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,328,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","ethane"
"907",2044,"ED2","BENZENE",1993-05-13,2002-06-03,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,348,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","benzene"
"908",2037,"ED2","nPENTANE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,339,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","npentane"
"909",2030,"ED2","PROPENE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,332,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","propene"
"910",2048,"ED2","oXYLENE",1993-05-13,2002-06-03,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,352,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","oxylene"
"911",2041,"ED2","ISOPRENE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,345,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","isoprene"
"912",2034,"ED2","1BUTENE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,336,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","1butene"
"913",2027,"ED2","ETHENE",1993-05-13,2001-12-31,"measurement","Edinburgh Med. Sch.",55.94427,-3.191183,NA,329,"hc","Automatic Hydrocarbon Monitoring Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed2","ethene"
"914",2539,"ED7","PM10",2007-01-01,2016-07-01,"measurement","Edinburgh Queen Street",55.953837,-3.205481,"68",999,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed7","pm10"
"915",2536,"ED7","NO2",2007-01-01,2016-07-01,"measurement","Edinburgh Queen Street",55.953837,-3.205481,"68",3,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed7","no2"
"916",2944,"ED7","M_T",2010-08-01,2016-07-01,"measurement","Edinburgh Queen Street",55.953837,-3.205481,"68",1372,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed7","temp"
"917",2540,"ED7","T",2007-01-01,2016-07-01,"measurement","Edinburgh Queen Street",55.953837,-3.205481,"68",21,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed7","temp"
"918",2945,"ED7","M_SPED",2010-08-01,2016-07-01,"measurement","Edinburgh Queen Street",55.953837,-3.205481,"68",1373,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed7","ws"
"919",2537,"ED7","GE10",2007-01-01,2016-07-01,"measurement","Edinburgh Queen Street",55.953837,-3.205481,"68",6,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed7","ge10"
"920",2535,"ED7","NO",2007-01-01,2016-07-01,"measurement","Edinburgh Queen Street",55.953837,-3.205481,"68",2,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed7","no"
"921",2946,"ED7","M_DIR",2010-08-01,2016-07-01,"measurement","Edinburgh Queen Street",55.953837,-3.205481,"68",1374,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed7","wd"
"922",2538,"ED7","NOXasNO2",2007-01-01,2016-07-01,"measurement","Edinburgh Queen Street",55.953837,-3.205481,"68",9,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed7","nox"
"923",2785,"ED9","NO2",2011-01-01,NA,"measurement","Edinburgh Queensferry Road",55.960497,-3.30325,NA,3,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed9","no2"
"924",2951,"ED9","M_SPED",2011-01-01,NA,"measurement","Edinburgh Queensferry Road",55.960497,-3.30325,NA,1373,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed9","ws"
"925",2789,"ED9","V10",2011-01-01,NA,"measurement","Edinburgh Queensferry Road",55.960497,-3.30325,NA,1008,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed9","v10"
"926",2786,"ED9","NOXasNO2",2011-01-01,NA,"measurement","Edinburgh Queensferry Road",55.960497,-3.30325,NA,9,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed9","nox"
"927",2952,"ED9","M_DIR",2011-01-01,NA,"measurement","Edinburgh Queensferry Road",55.960497,-3.30325,NA,1374,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed9","wd"
"928",2787,"ED9","GE10",2011-01-01,NA,"measurement","Edinburgh Queensferry Road",55.960497,-3.30325,NA,6,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed9","ge10"
"929",2784,"ED9","NO",2011-01-01,NA,"measurement","Edinburgh Queensferry Road",55.960497,-3.30325,NA,2,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed9","no"
"930",2950,"ED9","M_T",2011-01-01,NA,"measurement","Edinburgh Queensferry Road",55.960497,-3.30325,NA,1372,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed9","temp"
"931",2788,"ED9","NV10",2011-01-01,NA,"measurement","Edinburgh Queensferry Road",55.960497,-3.30325,NA,1007,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed9","nv10"
"932",2264,"ED4","PM10",2006-05-01,2011-08-15,"measurement","Edinburgh Roseburn",55.945833,-3.235278,"47",999,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed4","pm10"
"933",3148,"ED4","M_T",2010-08-01,2011-08-15,"measurement","Edinburgh Roseburn",55.945833,-3.235278,"47",1372,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed4","temp"
"934",2283,"ED4","NO2",2006-05-01,2011-08-15,"measurement","Edinburgh Roseburn",55.945833,-3.235278,"47",3,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed4","no2"
"935",3149,"ED4","M_SPED",2010-08-01,2011-08-15,"measurement","Edinburgh Roseburn",55.945833,-3.235278,"47",1373,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed4","ws"
"936",3150,"ED4","M_DIR",2010-08-01,2011-08-15,"measurement","Edinburgh Roseburn",55.945833,-3.235278,"47",1374,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed4","wd"
"937",2284,"ED4","NOXasNO2",2006-05-01,2011-08-15,"measurement","Edinburgh Roseburn",55.945833,-3.235278,"47",9,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed4","nox"
"938",2263,"ED4","GE10",2006-05-01,2011-08-15,"measurement","Edinburgh Roseburn",55.945833,-3.235278,"47",6,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed4","ge10"
"939",2282,"ED4","NO",2006-05-01,2011-08-15,"measurement","Edinburgh Roseburn",55.945833,-3.235278,"47",2,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed4","no"
"940",2703,"ED8","SPED",2009-09-17,NA,"measurement","Edinburgh Salamander St",55.974594,-3.161455,"6",23,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed8","ws"
"941",2696,"ED8","NO",2009-09-17,NA,"measurement","Edinburgh Salamander St",55.974594,-3.161455,"6",2,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed8","no"
"942",2947,"ED8","M_T",2010-08-01,NA,"measurement","Edinburgh Salamander St",55.974594,-3.161455,"6",1372,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed8","temp"
"943",2700,"ED8","T",2009-09-17,NA,"measurement","Edinburgh Salamander St",55.974594,-3.161455,"6",21,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed8","temp"
"944",2697,"ED8","NO2",2009-09-17,NA,"measurement","Edinburgh Salamander St",55.974594,-3.161455,"6",3,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed8","no2"
"945",2948,"ED8","M_SPED",2010-08-01,NA,"measurement","Edinburgh Salamander St",55.974594,-3.161455,"6",1373,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed8","ws"
"946",2701,"ED8","PM10",2009-09-17,NA,"measurement","Edinburgh Salamander St",55.974594,-3.161455,"6",999,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed8","pm10"
"947",2698,"ED8","GE10",2009-09-17,NA,"measurement","Edinburgh Salamander St",55.974594,-3.161455,"6",6,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed8","ge10"
"948",2949,"ED8","M_DIR",2010-08-01,NA,"measurement","Edinburgh Salamander St",55.974594,-3.161455,"6",1374,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed8","wd"
"949",2702,"ED8","DIR",2009-09-17,NA,"measurement","Edinburgh Salamander St",55.974594,-3.161455,"6",22,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed8","wd"
"950",2699,"ED8","NOXasNO2",2009-09-17,NA,"measurement","Edinburgh Salamander St",55.974594,-3.161455,"6",9,"saun","Scottish Automatic Urban Network","roadside","Central Scotland","Edinburgh Urban Area","scotarc","ed8","nox"
"951",2933,"ED1","M_SPED",2010-08-01,NA,"measurement","Edinburgh St John's Road",55.9425,-3.281111,"53",1373,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed1","ws"
"952",2461,"ED1","NO",2007-01-01,NA,"measurement","Edinburgh St John's Road",55.9425,-3.281111,"53",2,"saun","Scottish Automatic Urban Network","kerbside","Central Scotland","Edinburgh Urban Area","scotarc","ed1","no"
"953",2934,"ED1","M_DIR",2010-08-01,NA,"measurement","Edinburgh St John's Road",55.9425,-3.281111,"53",1374,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed1","wd"
"954",2462,"ED1","NO2",2007-01-01,NA,"measurement","Edinburgh St John's Road",55.9425,-3.281111,"53",3,"saun","Scottish Automatic Urban Network","kerbside","Central Scotland","Edinburgh Urban Area","scotarc","ed1","no2"
"955",2463,"ED1","NOXasNO2",2007-01-01,NA,"measurement","Edinburgh St John's Road",55.9425,-3.281111,"53",9,"saun","Scottish Automatic Urban Network","kerbside","Central Scotland","Edinburgh Urban Area","scotarc","ed1","nox"
"956",2932,"ED1","M_T",2010-08-01,NA,"measurement","Edinburgh St John's Road",55.9425,-3.281111,"53",1372,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed1","temp"
"957",2052,"ED3","NO",2003-11-24,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",2,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","no"
"958",2542,"ED3","NV25",2008-10-01,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",1009,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","nv25"
"959",2358,"ED3","V10",2007-07-10,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",1008,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","v10"
"960",2940,"ED3","M_DIR",2010-08-01,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",1374,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed3","wd"
"961",2056,"ED3","SO2",2003-11-24,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",8,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","so2"
"962",2053,"ED3","NO2",2003-11-24,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",3,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","no2"
"963",2543,"ED3","V25",2008-10-01,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",1010,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","v25"
"964",2057,"ED3","NOXasNO2",2003-11-24,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",9,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","nox"
"965",2938,"ED3","M_T",2010-08-01,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",1372,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed3","temp"
"966",2054,"ED3","O3",2003-11-24,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",5,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","o3"
"967",2058,"ED3","BENZENE",2005-10-25,NA,"md_measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",995,"nahc","Non-Automatic Hydrocarbon Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","benzene"
"968",2051,"ED3","CO",2003-11-24,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",1,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","co"
"969",2541,"ED3","PM25",2008-10-01,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",7,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","pm25"
"970",2357,"ED3","NV10",2007-07-10,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",1007,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","nv10"
"971",2939,"ED3","M_SPED",2010-08-01,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",1373,"saun","Scottish Automatic Urban Network",NA,"Central Scotland","Edinburgh Urban Area","scotarc","ed3","ws"
"972",2055,"ED3","GE10",2003-12-01,NA,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",6,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","ge10"
"973",2059,"ED3","PM10",2003-12-01,2007-07-09,"measurement","Edinburgh St Leonards",55.945589,-3.182186,"81",999,"saun","Scottish Automatic Urban Network","urban_background","Central Scotland","Edinburgh Urban Area","scotarc","ed3","pm10"
"974",87,"1162501","SO2",1974-04-02,1978-04-03,"md_measurement","ERSKINE 1",NA,NA,NA,37,"smso2","Smoke and SO2 Network",NA,"Central Scotland","Glasgow Urban Area","scotarc","1162501","so2"
"975",88,"1162501","bs",1974-04-02,1978-04-03,"md_measurement","ERSKINE 1",NA,NA,NA,38,"smso2","Smoke and SO2 Network",NA,"Central Scotland","Glasgow Urban Area","scotarc","1162501","bs"
"976",436,"2101","Fe",1900-01-01,1900-01-01,"md_measurement","Eskdalemuir",NA,NA,"255",356,"45","EC lead Directive",NA,"Scottish Borders",NA,"scotarc","2101","fe"
"977",433,"2101","Cu",1900-01-01,1900-01-01,"md_measurement","Eskdalemuir",NA,NA,"255",262,"45","EC lead Directive",NA,"Scottish Borders",NA,"scotarc","2101","cu"
"978",437,"2101","Br",1983-11-01,1996-05-28,"md_measurement","Eskdalemuir",NA,NA,"255",357,"45","EC lead Directive",NA,"Scottish Borders",NA,"scotarc","2101","br"
"979",434,"2101","Pb",1983-05-17,1996-04-30,"md_measurement","Eskdalemuir",NA,NA,"255",263,"45","EC lead Directive",NA,"Scottish Borders",NA,"scotarc","2101","pb"
"980",435,"2101","Zn",1900-01-01,1900-01-01,"md_measurement","Eskdalemuir",NA,NA,"255",264,"45","EC lead Directive",NA,"Scottish Borders",NA,"scotarc","2101","zn"
"981",695,"5002","Cl(C)",1980-01-01,1986-12-31,"md_measurement","Eskdalemuir",NA,NA,"259",800,"35","Other Acid deposition measurements","rural","Scottish Borders",NA,"scotarc","5002","cl(c)"
"982",663,"5002","SO4-S(NM)",1986-01-14,NA,"md_measurement","Eskdalemuir",NA,NA,"259",692,"33","Weekly rainfall (LOW)","rural","Scottish Borders",NA,"scotarc","5002","so4-s(nm)"
"983",631,"5002","calccond",1985-01-01,1997-12-31,"md_measurement","Eskdalemuir",NA,NA,"259",635,"32","Daily Rainfall Bulk","rural","Scottish Borders",NA,"scotarc","5002","calccond"
"984",599,"5002","H+",1986-01-01,2001-10-31,"md_measurement","Eskdalemuir",NA,NA,"259",130,"31","Daily rainfall WOC","rural","Scottish Borders",NA,"scotarc","5002","h+"
"985",656,"5002","NH4-N",1986-01-14,NA,"md_measurement","Eskdalemuir",NA,NA,"259",684,"33","Weekly rainfall (LOW)","rural","Scottish Borders",NA,"scotarc","5002","nh4-n"
"986",624,"5002","Ca",1973-01-01,NA,"md_measurement","Eskdalemuir",NA,NA,"259",627,"32","Daily Rainfall Bulk","rural","Scottish Borders",NA,"scotarc","5002","ca"
"987",592,"5002","Ca",1986-01-01,2001-10-31,"md_measurement","Eskdalemuir",NA,NA,"259",121,"31","Daily rainfall WOC","rural","Scottish Borders",NA,"scotarc","5002","ca"
"988",688,"5002","NH4-N(F)",1980-01-01,1986-12-31,"md_measurement","Eskdalemuir",NA,NA,"259",793,"35","Other Acid deposition measurements","rural","Scottish Borders",NA,"scotarc","5002","nh4-n(f)"
"989",617,"5002","rem c",1986-01-01,1989-12-31,"md_measurement","Eskdalemuir",NA,NA,"259",151,"31","Daily rainfall WOC","rural","Scottish Borders",NA,"scotarc","5002","rem_c"
"990",681,"5002","diff",1986-01-14,1998-01-13,"md_measurement","Eskdalemuir",NA,NA,"259",714,"33","Weekly rainfall (LOW)","rural","Scottish Borders",NA,"scotarc","5002","diff"
"991",649,"5002","diff",1973-01-01,1997-12-31,"md_measurement","Eskdalemuir",NA,NA,"259",654,"32","Daily Rainfall Bulk","rural","Scottish Borders",NA,"scotarc","5002","diff"
"992",674,"5002","K(D)",1986-01-14,2001-01-02,"md_measurement","Eskdalemuir",NA,NA,"259",704,"33","Weekly rainfall (LOW)","rural","Scottish Borders",NA,"scotarc","5002","k(d)"
"993",642,"5002","HCO3(D)",1973-01-01,1984-12-31,"md_measurement","Eskdalemuir",NA,NA,"259",646,"32","Daily Rainfall Bulk","rural","Scottish Borders",NA,"scotarc","5002","hco3(d)"
"994",610,"5002","H+(D)",1986-01-01,2000-12-31,"md_measurement","Eskdalemuir",NA,NA,"259",143,"31","Daily rainfall WOC","rural","Scottish Borders",NA,"scotarc","5002","h+(d)"
"995",699,"5002","TIA",1989-01-01,1997-12-31,"md_measurement","Eskdalemuir",NA,NA,"259",841,"35","Other Acid deposition measurements","rural","Scottish Borders",NA,"scotarc","5002","tia"
"996",667,"5002","SO4-S(D)",1986-01-14,2001-01-02,"md_measurement","Eskdalemuir",NA,NA,"259",697,"33","Weekly rainfall (LOW)","rural","Scottish Borders",NA,"scotarc","5002","so4-s(d)"
"997",635,"5002","NH4-N(D)",1973-01-01,2000-12-31,"md_measurement","Eskdalemuir",NA,NA,"259",639,"32","Daily Rainfall Bulk","rural","Scottish Borders",NA,"scotarc","5002","nh4-n(d)"
"998",603,"5002","Na(D)",1986-01-01,2000-12-31,"md_measurement","Eskdalemuir",NA,NA,"259",134,"31","Daily rainfall WOC","rural","Scottish Borders",NA,"scotarc","5002","na(d)"
"999",660,"5002","Cl",1986-01-14,NA,"md_measurement","Eskdalemuir",NA,NA,"259",688,"33","Weekly rainfall (LOW)","rural","Scottish Borders",NA,"scotarc","5002","cl"
"1000",628,"5002","SO4-S(NM)",1973-01-01,NA,"md_measurement","Eskdalemuir",NA,NA,"259",632,"32","Daily Rainfall Bulk","rural","Scottish Borders",NA,"scotarc","5002","so4-s(nm)"
"1001",596,"5002","SO4-S(NM)",1986-01-01,2001-10-31,"md_measurement","Eskdalemuir",NA,NA,"259",126,"31","Daily rainfall WOC","rural","Scottish Borders",NA,"scotarc","5002","so4-s(nm)"
